,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Age_Years,Is_Active
919,Contract,Zone C,Temporary,IT/IS,Field Operations,MA,Laborer,Male,37276,White,Divorced,,1
2118,Contract,Zone B,Full-Time,IT/IS,Project Management - Con,MA,Coordinator,Male,57785,Hispanic,Widowed,73.4,1
1074,Contract,Zone A,Part-Time,Production       ,Field Operations,MA,Tower Hand,Male,12961,Hispanic,Widowed,25.98,1
747,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Construction Manager,Female,31731,Other,Widowed,51.22,0
2360,Contract,Zone A,Full-Time,Production       ,Executive,MA,Director,Female,93541,White,Divorced,76.22,1
397,Contract,Zone C,Full-Time,IT/IS,General - Sga,MA,Administrator,Male,83312,Black,Single,,1
2015,Contract,Zone C,Full-Time,Production       ,Executive,MA,Vp,Female,53145,Black,Divorced,,1
515,Contract,Zone B,Temporary,IT/IS,Catv,MA,Laborer,Female,2703,Asian,Married,73.73,0
2043,Full-Time,Zone C,Temporary,Production       ,General - Con,MA,Laborer,Male,71766,Asian,Single,,1
2495,Part-Time,Zone B,Full-Time,Production       ,General - Con,MA,Laborer,Female,69281,Other,Married,,1
1596,Part-Time,Zone C,Part-Time,Production       ,General - Con,MA,Foreman,Female,31287,Hispanic,Divorced,62.74,1
888,Part-Time,Zone A,Temporary,Admin Offices,Splicing,MA,Tester,Female,2050,Asian,Widowed,,1
738,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Laborer,Female,48895,Other,Widowed,26.31,1
2509,Contract,Zone C,Part-Time,Production       ,General - Con,MA,Lineman,Male,80724,Asian,Married,,1
2740,Full-Time,Zone B,Part-Time,Production       ,Splicing,MA,Lineman,Male,2156,Other,Divorced,,1
362,Contract,Zone A,Part-Time,Production       ,Wireline Construction,MA,Foreman,Female,30804,Other,Widowed,,1
2185,Part-Time,Zone B,Part-Time,Sales,Field Operations,ID,Driller,Male,95112,White,Married,61.98,1
2841,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Driver,Female,43825,Asian,Single,,1
1777,Part-Time,Zone B,Part-Time,Production       ,Shop (Fleet),MA,Supervisor,Female,58905,Other,Divorced,,1
1454,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Technician,Male,54917,Asian,Single,,1
979,Part-Time,Zone A,Full-Time,Production       ,General - Con,MA,Flagger,Female,1752,Asian,Single,42.23,1
1040,Full-Time,Zone A,Temporary,Production       ,People Services,MA,Generalist,Female,18652,Black,Married,,1
2764,Part-Time,Zone A,Part-Time,Production       ,Technology / It,MA,Technician,Male,29435,Black,Married,,1
2692,Part-Time,Zone C,Part-Time,Production       ,General - Con,MA,Laborer,Male,71016,Other,Single,31.66,1
801,Contract,Zone B,Full-Time,Production       ,Fielders,MA,Engineer,Female,88976,Other,Widowed,30.89,1
1708,Contract,Zone A,Part-Time,Production       ,Engineers,MA,Technician,Female,65653,Asian,Married,,1
808,Full-Time,Zone B,Full-Time,Production       ,General - Con,MA,Administrative,Female,96915,Other,Widowed,,1
1333,Part-Time,Zone C,Part-Time,Production       ,General - Con,MA,Foreman,Male,93320,Hispanic,Single,,1
2791,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Laborer,Male,1880,Other,Widowed,,1
1693,Contract,Zone C,Full-Time,Production       ,Wireline Construction,MA,Lineman,Female,66867,Asian,Divorced,,1
518,Full-Time,Zone C,Temporary,IT/IS,Engineers,MA,Engineer,Female,1886,Black,Single,,1
2891,Part-Time,Zone A,Full-Time,Production       ,People Services,MA,Administrator,Male,61532,White,Divorced,28.39,0
2126,Contract,Zone B,Part-Time,IT/IS,Aerial,MA,Laborer,Male,87974,Other,Divorced,51.31,1
1296,Full-Time,Zone B,Full-Time,Sales,General - Eng,MA,Coordinator,Female,34649,Black,Widowed,55.5,1
37,Contract,Zone B,Full-Time,Sales,Shop (Fleet),MA,Mechanic,Male,66835,Black,Widowed,,1
770,Full-Time,Zone B,Part-Time,Production       ,Safety,MA,Administrative,Female,38009,Hispanic,Divorced,66.07,1
1462,Contract,Zone B,Temporary,Production       ,General - Con,MA,Laborer,Female,19032,Other,Divorced,,1
1959,Part-Time,Zone B,Part-Time,Production       ,Finance & Accounting,MA,Administrative,Female,87401,Black,Widowed,,1
2595,Full-Time,Zone C,Full-Time,Production       ,Splicing,MA,Laborer,Male,23955,Other,Married,,1
17,Contract,Zone A,Part-Time,Sales,Engineers,KY,Director,Male,44553,Other,Widowed,,1
1012,Full-Time,Zone A,Temporary,Production       ,General - Con,MA,Laborer,Female,76246,Asian,Widowed,,1
2057,Part-Time,Zone A,Part-Time,IT/IS,Field Operations,MA,Laborer,Male,2045,Black,Single,,1
2000,Part-Time,Zone C,Full-Time,IT/IS,Field Operations,MA,Top Hand,Female,87868,Asian,Divorced,,1
380,Contract,Zone C,Temporary,Production       ,Project Management - Con,MA,Manager,Male,84074,Asian,Single,,1
700,Full-Time,Zone A,Full-Time,Production       ,General - Con,MA,Technician,Male,33576,White,Married,,1
2805,Part-Time,Zone B,Temporary,Production       ,General - Con,MA,Laborer,Male,26785,Other,Divorced,,0
2298,Contract,Zone B,Full-Time,Sales,Field Operations,ID,Laborer,Male,25528,White,Single,,1
401,Part-Time,Zone A,Full-Time,IT/IS,Aerial,MA,Lineman,Male,84152,Black,Divorced,,1
1996,Contract,Zone A,Full-Time,Production       ,General - Con,MA,Laborer,Male,93897,Asian,Divorced,47.23,1
1683,Contract,Zone C,Temporary,Production       ,General - Sga,MA,Vp,Female,97553,Black,Single,,1
2191,Part-Time,Zone A,Full-Time,Admin Offices,Wireline Construction,MA,Laborer,Female,22491,White,Married,,1
257,Contract,Zone C,Part-Time,Production       ,Field Operations,MA,Technician,Male,76198,Hispanic,Widowed,70.82,1
2826,Part-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Technician,Female,46895,White,Single,,0
1470,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Laborer,Male,38371,Asian,Divorced,,1
1783,Part-Time,Zone C,Temporary,IT/IS,Wireline Construction,MA,Vp,Female,2360,Black,Single,59.08,1
752,Part-Time,Zone A,Full-Time,Production       ,Aerial,MA,Supervisor,Male,92453,Black,Divorced,34.4,1
2182,Part-Time,Zone B,Temporary,Sales,General - Sga,TN,Administrative,Male,55114,Asian,Widowed,,1
1753,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Technician,Female,74027,Hispanic,Widowed,44.23,1
1717,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Laborer,Female,80572,Hispanic,Divorced,,1
2061,Contract,Zone A,Full-Time,IT/IS,Field Operations,MA,Tower Hand,Male,10930,Other,Married,,1
1879,Part-Time,Zone B,Full-Time,Production       ,Project Management - Con,MA,Technician,Male,91517,Hispanic,Married,25.56,1
1259,Contract,Zone C,Full-Time,IT/IS,Finance & Accounting,MA,Intern,Male,63472,Black,Widowed,70.58,1
1957,Full-Time,Zone A,Temporary,Production       ,Field Operations,MA,Foreman,Female,47596,Hispanic,Married,45.15,0
1310,Contract,Zone C,Full-Time,Production       ,General - Eng,MA,Engineer,Female,1730,Hispanic,Widowed,,1
2952,Contract,Zone C,Part-Time,Production       ,Technology / It,MA,Helpdesk,Female,48347,Hispanic,Married,,0
2210,Contract,Zone A,Temporary,Sales,Project Management - Con,MA,Supervisor,Male,39143,Asian,Divorced,57.73,1
1068,Part-Time,Zone A,Temporary,Production       ,General - Con,MA,Laborer,Male,38175,Hispanic,Single,53.17,1
2263,Part-Time,Zone B,Part-Time,Sales,Project Management - Con,AZ,Field Project Manager,Male,28406,Black,Married,,1
181,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Technician,Male,74447,Other,Married,45.57,1
390,Part-Time,Zone A,Full-Time,IT/IS,General - Con,MA,Technician,Female,2119,Black,Single,47.0,1
662,Full-Time,Zone A,Temporary,Software Engineering,Wireline Construction,MA,Groundman,Female,69860,Black,Married,,1
315,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Manager,Female,81011,Asian,Married,43.06,1
836,Full-Time,Zone B,Full-Time,Production       ,Shop (Fleet),MA,Foreman,Female,34732,Hispanic,Divorced,,1
1805,Part-Time,Zone A,Full-Time,IT/IS,Field Operations,MA,Engineer,Male,79191,Hispanic,Single,82.65,1
383,Full-Time,Zone A,Temporary,IT/IS,General - Sga,CT,Administrator,Female,6033,Black,Single,65.23,1
335,Part-Time,Zone B,Temporary,Production       ,Engineers,MA,Engineer,Female,65366,Black,Divorced,75.16,1
62,Part-Time,Zone A,Temporary,Sales,Field Operations,TX,Laborer,Female,25634,Black,Divorced,71.9,1
1642,Full-Time,Zone C,Temporary,Production       ,Wireline Construction,MA,Manager,Female,43569,Other,Widowed,,1
388,Contract,Zone C,Part-Time,IT/IS,Project Management - Con,MA,Coordinator,Male,1420,White,Divorced,,1
1009,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Laborer,Male,35871,Hispanic,Married,,1
202,Contract,Zone B,Full-Time,Production       ,Field Operations,MA,Laborer,Male,70056,Black,Divorced,,0
551,Part-Time,Zone B,Part-Time,IT/IS,General - Con,MA,Laborer,Male,56453,Asian,Widowed,,1
1908,Full-Time,Zone C,Temporary,IT/IS,General - Con,MA,Foreman,Male,58353,White,Divorced,,1
2150,Full-Time,Zone A,Temporary,Sales,Wireline Construction,WA,Lineman,Female,98052,Other,Married,,1
54,Full-Time,Zone C,Part-Time,Sales,Wireline Construction,TX,Splicer,Male,61149,Other,Widowed,59.14,0
1859,Contract,Zone B,Temporary,Production       ,General - Eng,MA,Specialist,Male,2045,Black,Divorced,43.23,1
1142,Part-Time,Zone C,Full-Time,Production       ,Engineers,MA,Engineer,Male,65852,Black,Widowed,,1
1875,Contract,Zone C,Temporary,Production       ,Wireline Construction,MA,Operator,Female,23761,Hispanic,Married,,0
87,Full-Time,Zone B,Part-Time,Sales,Wireline Construction,TX,Manager,Male,17419,Asian,Married,66.84,1
2647,Contract,Zone A,Full-Time,Production       ,Splicing,MA,Splicer,Female,79280,Hispanic,Single,61.73,0
2559,Full-Time,Zone B,Temporary,Production       ,General - Eng,MA,Coordinator,Female,2176,Asian,Single,53.17,1
2893,Part-Time,Zone A,Part-Time,Production       ,General - Con,MA,Foreman,Male,31303,Other,Divorced,55.57,1
2838,Part-Time,Zone C,Full-Time,Production       ,Aerial,MA,Groundman,Female,26076,Asian,Single,,1
236,Part-Time,Zone B,Full-Time,Production       ,General - Con,MA,Foreman,Female,13534,Black,Single,,0
2020,Full-Time,Zone A,Full-Time,Production       ,Engineers,MA,Administrative,Female,7019,White,Widowed,,1
928,Full-Time,Zone B,Temporary,Admin Offices,General - Con,MA,Coordinator,Female,79459,Hispanic,Single,,1
2221,Part-Time,Zone A,Part-Time,Sales,Fielders,ID,Engineer,Male,92454,Other,Married,30.66,1
2075,Part-Time,Zone C,Temporary,Software Engineering,Wireline Construction,MA,Supervisor,Male,25819,White,Divorced,25.57,1
2590,Full-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Laborer,Female,89360,Other,Divorced,30.06,1
578,Full-Time,Zone B,Temporary,Software Engineering,Field Operations,MA,Project Manager,Male,1844,Black,Divorced,,1
889,Part-Time,Zone A,Full-Time,Executive Office,Aerial,MA,Foreman,Female,1902,Asian,Single,,1
2898,Contract,Zone A,Part-Time,Production       ,Field Operations,MA,Technician,Female,19512,White,Single,,0
723,Part-Time,Zone A,Full-Time,Production       ,Aerial,MA,Lineman,Female,64124,White,Single,43.83,1
732,Part-Time,Zone A,Temporary,Production       ,Splicing,MA,Splicer,Male,62733,Other,Divorced,45.83,1
1869,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Driller,Female,85028,Hispanic,Divorced,,1
1266,Contract,Zone C,Part-Time,IT/IS,Field Operations,MA,Tower Hand,Female,2558,Other,Single,,1
2169,Contract,Zone A,Full-Time,Sales,Corp Operations,ID,Administrative,Male,68985,Black,Divorced,,1
1206,Contract,Zone B,Temporary,IT/IS,Field Operations,MA,Laborer,Female,94379,Black,Widowed,30.66,1
1768,Contract,Zone C,Part-Time,Production       ,Underground,MA,Laborer,Female,46366,Black,Single,,1
2977,Part-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Driller,Female,58775,Other,Divorced,,0
2516,Full-Time,Zone B,Part-Time,Production       ,General - Sga,MA,Laborer,Female,26651,Other,Single,,1
2451,Part-Time,Zone A,Part-Time,Production       ,General - Sga,MA,Contracts,Male,26501,Black,Married,67.15,1
805,Full-Time,Zone B,Full-Time,Production       ,People Services,MA,Support,Female,35033,Other,Single,,1
1075,Full-Time,Zone B,Full-Time,Production       ,General - Eng,MA,Administrative,Male,96477,White,Divorced,,1
2202,Contract,Zone B,Temporary,Sales,Underground,ID,Laborer,Male,12650,White,Single,49.75,1
1894,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Technician,Female,1269,Black,Divorced,,1
420,Part-Time,Zone B,Temporary,IT/IS,Field Operations,MA,Laborer,Male,53800,Hispanic,Single,26.57,1
728,Contract,Zone A,Temporary,Production       ,Finance & Accounting,MA,Clerk,Female,21218,Other,Married,73.56,0
2415,Part-Time,Zone B,Temporary,Production       ,General - Con,MA,Laborer,Female,90492,Black,Widowed,,0
748,Full-Time,Zone A,Part-Time,Production       ,Catv,MA,Laborer,Female,38710,Asian,Divorced,28.73,0
2208,Full-Time,Zone B,Temporary,Admin Offices,General - Con,MA,Locator,Female,86499,Asian,Divorced,,1
2470,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Mechanic,Female,48860,Hispanic,Widowed,61.24,1
1430,Contract,Zone C,Temporary,Production       ,Billable Consultants,MA,Engineer,Male,93336,Other,Divorced,68.74,0
7,Contract,Zone C,Full-Time,Sales,Engineers,OR,Engineer,Female,97756,White,Divorced,67.5,1
1658,Contract,Zone C,Full-Time,Production       ,Engineers,MA,Engineer,Female,8666,Asian,Married,25.07,1
2728,Contract,Zone B,Temporary,Production       ,General - Con,MA,Lineman,Male,56136,Black,Married,,0
2019,Contract,Zone C,Full-Time,Production       ,Executive,MA,Manager,Male,59946,Black,Divorced,,1
914,Part-Time,Zone C,Full-Time,Software Engineering,Engineers,MA,Engineer,Female,76343,Hispanic,Single,,1
75,Full-Time,Zone C,Temporary,Sales,Splicing,TX,Electrician,Male,49914,White,Married,,1
701,Part-Time,Zone B,Part-Time,Production       ,General - Con,MA,Technician,Female,12707,Hispanic,Married,,1
1920,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Laborer,Female,14720,White,Single,47.48,1
328,Full-Time,Zone C,Full-Time,Production       ,Executive,MA,Manager,Female,72484,Black,Married,,0
1456,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,MA,Project Manager,Female,26876,Black,Single,57.82,1
207,Part-Time,Zone B,Full-Time,Production       ,General - Sga,MA,Supervisor,Female,40148,Other,Married,,1
1471,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Laborer,Female,5154,White,Single,,1
2924,Contract,Zone C,Part-Time,Production       ,Shop (Fleet),MA,Warehouse,Male,57006,Hispanic,Married,50.4,0
2836,Full-Time,Zone A,Part-Time,Production       ,Engineers,MA,Drafter,Male,41746,Asian,Single,,0
1652,Part-Time,Zone B,Part-Time,Production       ,General - Con,MA,Flagger,Female,60487,White,Married,68.07,1
2812,Part-Time,Zone C,Temporary,Production       ,Field Operations,MA,Operator,Male,74781,Black,Single,,1
1520,Part-Time,Zone C,Temporary,Sales,General - Sga,PA,Manager,Female,42775,White,Single,,1
1978,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Lineman,Male,3445,White,Divorced,74.58,0
74,Part-Time,Zone A,Part-Time,Sales,General - Con,TX,Technician,Male,6240,Other,Widowed,,0
871,Part-Time,Zone B,Temporary,Production       ,General - Con,MA,Laborer,Female,12398,Black,Married,41.25,1
2098,Full-Time,Zone B,Full-Time,Sales,General - Con,MA,Lineman,Male,11241,Other,Married,72.5,1
2246,Full-Time,Zone B,Full-Time,Sales,Splicing,AZ,Splicer,Male,80938,Other,Single,,1
780,Contract,Zone B,Full-Time,Production       ,Wireline Construction,MA,Laborer,Female,63878,White,Divorced,68.4,1
864,Contract,Zone B,Temporary,Production       ,Engineers,MA,Coordinator,Female,94486,Black,Divorced,36.08,1
1535,Contract,Zone C,Part-Time,Production       ,General - Con,MA,Clerk,Female,1824,Other,Divorced,,1
1294,Full-Time,Zone B,Full-Time,IT/IS,Finance & Accounting,MA,Assistant,Male,46552,White,Divorced,,1
1061,Part-Time,Zone A,Full-Time,Production       ,Engineers,MA,Project Manager,Female,7547,Hispanic,Single,,0
2766,Full-Time,Zone C,Temporary,Production       ,General - Con,MA,Laborer,Female,67626,Black,Divorced,,1
1350,Full-Time,Zone B,Temporary,Production       ,Splicing,MA,Splicer,Female,64893,Hispanic,Single,,1
1030,Contract,Zone A,Part-Time,Production       ,Field Operations,MA,Driller,Female,84889,Other,Married,47.82,1
1942,Part-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Engineer,Male,59893,Other,Divorced,,1
2264,Part-Time,Zone C,Full-Time,Sales,General - Sga,AL,Supervisor,Male,85311,Black,Widowed,,1
1887,Part-Time,Zone C,Part-Time,IT/IS,Field Operations,MA,Technician,Female,48955,Asian,Married,,1
2911,Contract,Zone C,Temporary,Production       ,General - Con,MA,Laborer,Female,67665,Hispanic,Divorced,74.67,1
2797,Part-Time,Zone A,Part-Time,Production       ,People Services,MA,Manager,Female,69030,White,Single,54.58,1
1008,Contract,Zone C,Temporary,Production       ,Field Operations,MA,Laborer,Female,70770,Hispanic,Single,,1
2922,Contract,Zone A,Full-Time,Production       ,General - Eng,MA,Drafter,Male,85935,Hispanic,Divorced,,1
1218,Part-Time,Zone A,Temporary,IT/IS,Fielders,MA,Engineer,Male,42258,Hispanic,Widowed,,1
2286,Full-Time,Zone A,Full-Time,Sales,Aerial,NY,Foreman,Male,92148,Black,Married,27.33,1
446,Full-Time,Zone B,Part-Time,IT/IS,Executive,MA,General Manager,Male,41066,Hispanic,Widowed,,1
877,Full-Time,Zone B,Part-Time,Production       ,Safety,MA,Safety,Female,47801,Asian,Widowed,,1
240,Part-Time,Zone B,Temporary,Production       ,Billable Consultants,MA,Technician,Male,18998,Black,Single,,1
2880,Full-Time,Zone C,Full-Time,Production       ,Executive,MA,Vp,Male,96247,Asian,Married,,1
2830,Full-Time,Zone A,Full-Time,Production       ,Wireline Construction,MA,Laborer,Female,89893,Other,Single,38.25,1
419,Contract,Zone C,Full-Time,IT/IS,Wireline Construction,MA,Driver,Male,44664,Asian,Single,49.23,1
461,Full-Time,Zone B,Full-Time,IT/IS,Engineers,MA,Engineer,Female,88391,Other,Divorced,,0
142,Part-Time,Zone B,Temporary,Production       ,Catv,MA,Supervisor,Female,2763,Hispanic,Divorced,,1
926,Part-Time,Zone A,Temporary,IT/IS,Field Operations,MA,Supervisor,Male,48891,White,Single,78.75,1
467,Full-Time,Zone A,Full-Time,IT/IS,Aerial,MA,Lineman,Female,72913,Black,Married,65.91,1
2485,Full-Time,Zone C,Temporary,Production       ,Project Management - Con,MA,Field Project Manager,Male,72466,Black,Widowed,,1
1960,Contract,Zone C,Temporary,Production       ,Safety,MA,Safety,Male,40201,Hispanic,Widowed,,1
940,Part-Time,Zone B,Temporary,IT/IS,Executive,MA,Coordinator,Female,61754,White,Divorced,34.07,1
2949,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Technician,Female,7445,Asian,Single,38.14,1
617,Contract,Zone A,Temporary,Software Engineering,Field Operations,MA,Foreman,Female,75123,Hispanic,Divorced,,1
799,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Driller,Male,26821,Other,Divorced,,1
2586,Full-Time,Zone C,Full-Time,Production       ,Splicing,MA,Splicer,Female,35422,Asian,Widowed,,1
1729,Part-Time,Zone B,Temporary,Production       ,Executive,MA,Manager,Female,94916,Black,Widowed,,1
